type,metadata.generated,metadata.title,metadata.id,features.type,features.properties.capacity,features.properties.efficiency,features.properties.mag,features.properties.time,features.properties.updated,features.properties.type,features.geometry.type,features.geometry.coordinates.longitude,features.geometry.coordinates.latitude,features.eventId
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1720043.29874499,1647385200000,1647385800000,electricityGeneration,Point,10.709822925709792,51.57764781149496,1e984d77-18a0-4710-a4ab-274f5f3fe6d2
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,64341.87557088719,1647385200000,1647385860000,electricityGeneration,Point,10.709822925709792,51.57764781149496,873b1a5e-b595-4c5f-96e4-c9ee621522db
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,685746.3460986221,1647385200000,1647385920000,electricityGeneration,Point,10.709822925709792,51.57764781149496,c2994684-4d1f-4e4f-b599-a29d45f47da7
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1103829.746144601,1647385200000,1647385980000,electricityGeneration,Point,10.709822925709792,51.57764781149496,c18ccda8-83d4-47f4-bd7e-6ff2afb1ecb8
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1147879.386799036,1647385200000,1647386040000,electricityGeneration,Point,10.709822925709792,51.57764781149496,8110e866-6021-4893-ac20-eea0208a992f
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1358010.0248276803,1647385200000,1647386100000,electricityGeneration,Point,10.709822925709792,51.57764781149496,5e0586bd-8915-4ac2-9da0-2d4a72826c93
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,226332.33533860685,1647385200000,1647386160000,electricityGeneration,Point,10.709822925709792,51.57764781149496,0e09262c-c2f6-4335-b10e-6b67c2ac7014
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1519616.8053303827,1647385200000,1647386220000,electricityGeneration,Point,10.709822925709792,51.57764781149496,683416aa-1d28-46e6-ad1c-a0201419bed1
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,372966.77793940075,1647385200000,1647386280000,electricityGeneration,Point,10.709822925709792,51.57764781149496,073c137b-edfb-43af-acd5-9a9905c395e4
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1543393.2323340343,1647385200000,1647386340000,electricityGeneration,Point,10.709822925709792,51.57764781149496,8514e974-c0e6-4858-998d-7638afaedabf
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1067240.5899216197,1647385200000,1647386400000,electricityGeneration,Point,10.709822925709792,51.57764781149496,7bd823b1-2734-4429-81d5-c9c4b768cb1e
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1164784.5528699823,1647385200000,1647386460000,electricityGeneration,Point,10.709822925709792,51.57764781149496,3bf491b7-e9d3-46f1-95ff-ba0a16611e99
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,807610.8975115397,1647385200000,1647386520000,electricityGeneration,Point,10.709822925709792,51.57764781149496,5b47e00f-d509-4693-89d2-95e41d9d073d
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,773299.0799683532,1647385200000,1647386580000,electricityGeneration,Point,10.709822925709792,51.57764781149496,29739710-f041-49ed-b50d-a67adc1c6f1c
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,270301.88731530425,1647385200000,1647386640000,electricityGeneration,Point,10.709822925709792,51.57764781149496,b612c5b5-1de4-45d8-8ceb-c643b277b766
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,30684.602715452143,1647385200000,1647386700000,electricityGeneration,Point,10.709822925709792,51.57764781149496,cd2ee94b-018b-4cdb-9fcf-5992c4296c94
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1414537.5924228772,1647385200000,1647386760000,electricityGeneration,Point,10.709822925709792,51.57764781149496,b943d92f-531f-49af-84eb-77bac82f6dd4
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,81263.22083218752,1647385200000,1647386820000,electricityGeneration,Point,10.709822925709792,51.57764781149496,4652eb46-5a3e-442d-8a88-eb52fc3f250b
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1674890.3249275621,1647385200000,1647386880000,electricityGeneration,Point,10.709822925709792,51.57764781149496,36cc9f81-2ba2-4bb5-8d7e-10ca13a5bfca
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1701709.982794542,1647385200000,1647386940000,electricityGeneration,Point,10.709822925709792,51.57764781149496,9fe10bc0-9b20-40b6-a831-a7c6583418a8
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,194746.9991120986,1647385200000,1647387000000,electricityGeneration,Point,10.709822925709792,51.57764781149496,97fe9d51-1558-4f39-8440-caab36182284
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1963607.3637698048,1647385200000,1647387060000,electricityGeneration,Point,10.709822925709792,51.57764781149496,77a93b59-dd6c-4f82-99dd-68c368abe83c
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1889535.1584110272,1647385200000,1647387120000,electricityGeneration,Point,10.709822925709792,51.57764781149496,7ff36dd4-2cc3-413e-86c3-cc3b8cd8b07d
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,545273.6478467158,1647385200000,1647387180000,electricityGeneration,Point,10.709822925709792,51.57764781149496,1a8b5711-6570-4a08-8df2-986240af4797
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,822928.0986325507,1647385200000,1647387240000,electricityGeneration,Point,10.709822925709792,51.57764781149496,08db2413-53ff-4980-bf9d-75a27db81bb2
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1326315.6172826379,1647385200000,1647387300000,electricityGeneration,Point,10.709822925709792,51.57764781149496,6ec73952-ba55-4ff1-931d-720b35c13766
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1665316.8098003163,1647385200000,1647387360000,electricityGeneration,Point,10.709822925709792,51.57764781149496,9ebfd812-b5c3-4de9-b753-eb2dc1f5326d
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,966511.6210423743,1647385200000,1647387420000,electricityGeneration,Point,10.709822925709792,51.57764781149496,4a2bfc8b-7899-4e36-aace-c43e4ec36351
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,991527.2822540232,1647385200000,1647387480000,electricityGeneration,Point,10.709822925709792,51.57764781149496,5d925af6-0d98-44ae-901d-156a70b62f23
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,161746.86604784508,1647385200000,1647387540000,electricityGeneration,Point,10.709822925709792,51.57764781149496,09e116dd-dae2-4ec6-89b0-94b89789c6e6
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,784458.6112571356,1647385200000,1647387600000,electricityGeneration,Point,10.709822925709792,51.57764781149496,f2bd5931-3fd9-4884-ba15-7668369922de
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,269549.4862322836,1647385200000,1647387660000,electricityGeneration,Point,10.709822925709792,51.57764781149496,4da94731-c14d-49c3-8495-0572f28f5d98
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1667273.822959927,1647385200000,1647387720000,electricityGeneration,Point,10.709822925709792,51.57764781149496,e7f5a33c-2e97-4950-9781-7ca2b780caf9
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1948156.2173818485,1647385200000,1647387780000,electricityGeneration,Point,10.709822925709792,51.57764781149496,da18f5c9-a2f8-4b34-b198-30df2d79c479
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,731395.7650859341,1647385200000,1647387840000,electricityGeneration,Point,10.709822925709792,51.57764781149496,f14654a8-f62b-4291-99a2-272f3d04c604
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,77945.78078976348,1647385200000,1647387900000,electricityGeneration,Point,10.709822925709792,51.57764781149496,1df7029a-f89f-4bd0-9858-1899fdab87ba
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1061705.222813903,1647385200000,1647387960000,electricityGeneration,Point,10.709822925709792,51.57764781149496,acfeb4b4-62b6-40c3-afa3-b9aefc776e59
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1541113.8742202504,1647385200000,1647388020000,electricityGeneration,Point,10.709822925709792,51.57764781149496,a954ba7b-a5cf-48cf-988f-697c835c76e7
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1325121.1262867644,1647385200000,1647388080000,electricityGeneration,Point,10.709822925709792,51.57764781149496,45a0ff40-1ecb-46c4-aba7-5223e5d9ebda
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1577624.2677517557,1647385200000,1647388140000,electricityGeneration,Point,10.709822925709792,51.57764781149496,da56e7a8-4808-4aa3-846d-507447883462
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,400524.3091635726,1647385200000,1647388200000,electricityGeneration,Point,10.709822925709792,51.57764781149496,943937af-9707-4248-8daf-5eee01c93ef4
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,813024.923758888,1647385200000,1647388260000,electricityGeneration,Point,10.709822925709792,51.57764781149496,2f5944a3-4508-4c31-96a2-7c25816dd808
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1219089.675695948,1647385200000,1647388320000,electricityGeneration,Point,10.709822925709792,51.57764781149496,5e8ec244-becc-48e7-a711-3e76463f87d2
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1127086.3346033639,1647385200000,1647388380000,electricityGeneration,Point,10.709822925709792,51.57764781149496,f9087b29-e1d5-4f7c-baf7-f0923077a45b
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,463063.3479084458,1647385200000,1647388440000,electricityGeneration,Point,10.709822925709792,51.57764781149496,5626a921-6047-4444-b179-a6d150951cb8
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,298530.1159815544,1647385200000,1647388500000,electricityGeneration,Point,10.709822925709792,51.57764781149496,3a29ee30-7b4c-4297-ad9b-d2806ea73c12
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1375183.6845864987,1647385200000,1647388560000,electricityGeneration,Point,10.709822925709792,51.57764781149496,a0f623f0-1296-44d9-bdd8-034d8fdad523
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1348397.7293423386,1647385200000,1647388620000,electricityGeneration,Point,10.709822925709792,51.57764781149496,379afa89-caf5-4554-8f83-158748d382a9
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1039164.7930778939,1647385200000,1647388680000,electricityGeneration,Point,10.709822925709792,51.57764781149496,d112b7fd-f800-404c-a1d6-adddcd3cff45
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,901432.35972702,1647385200000,1647388740000,electricityGeneration,Point,10.709822925709792,51.57764781149496,66118bdd-eb7d-41cb-a21a-0f689bbf61e9
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,138756.7691578375,1647385200000,1647388800000,electricityGeneration,Point,10.709822925709792,51.57764781149496,0d842d61-7cd4-4c0e-9938-ae72204e401c
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,967509.3765826528,1647385200000,1647388860000,electricityGeneration,Point,10.709822925709792,51.57764781149496,0b93da48-0440-4480-9344-d1f2b8c3df08
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,775502.3220818873,1647385200000,1647388920000,electricityGeneration,Point,10.709822925709792,51.57764781149496,16c2e6ac-4e9e-45bc-9db7-5c4ba32cc458
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,83855.65370928319,1647385200000,1647388980000,electricityGeneration,Point,10.709822925709792,51.57764781149496,447087b3-befd-4a20-8c0f-f6719ca9909f
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1429545.1772840978,1647385200000,1647389040000,electricityGeneration,Point,10.709822925709792,51.57764781149496,89d49d69-8e67-49ea-93d2-8aff522cec6c
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,701490.2569903891,1647385200000,1647389100000,electricityGeneration,Point,10.709822925709792,51.57764781149496,c9fe5857-bdf8-48b4-9194-bc2c3508ef71
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,2000.4295375592947,1647385200000,1647389160000,electricityGeneration,Point,10.709822925709792,51.57764781149496,1c7df960-5cbd-46b7-8f2d-f7c8a5ad3fa2
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1175322.7558048193,1647385200000,1647389220000,electricityGeneration,Point,10.709822925709792,51.57764781149496,9a09693d-eb49-4012-89fe-a025f8950086
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,577648.566479157,1647385200000,1647389280000,electricityGeneration,Point,10.709822925709792,51.57764781149496,8a59b41d-19e4-495c-ae26-201df940a0c5
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,11688.346889265806,1647385200000,1647389340000,electricityGeneration,Point,10.709822925709792,51.57764781149496,4c75a328-3818-4f3a-bc1d-ef64328a1589
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1243871.3140909686,1647385200000,1647389400000,electricityGeneration,Point,10.709822925709792,51.57764781149496,6cd9d917-7b03-4647-8399-a67cb7c6cb46
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,320442.8254572433,1647385200000,1647389460000,electricityGeneration,Point,10.709822925709792,51.57764781149496,073e7f8b-33dc-4e4b-ad07-07202de906e0
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1208237.4682112522,1647385200000,1647389520000,electricityGeneration,Point,10.709822925709792,51.57764781149496,11450947-5cff-4847-9330-b628241f3d76
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,388814.9590671253,1647385200000,1647389580000,electricityGeneration,Point,10.709822925709792,51.57764781149496,57f5162d-0f9b-41d7-afe8-a5eab2f18a17
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1734435.8075548883,1647385200000,1647389640000,electricityGeneration,Point,10.709822925709792,51.57764781149496,5c88b2ec-d016-489a-b21b-daf0c13d5379
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,662921.9095311059,1647385200000,1647389700000,electricityGeneration,Point,10.709822925709792,51.57764781149496,5fcc12ed-984e-4510-b5c5-eea79988a5aa
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,787822.4045605056,1647385200000,1647389760000,electricityGeneration,Point,10.709822925709792,51.57764781149496,7c855ae3-68b0-4269-8ab6-684e751ccfd9
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,770728.6343349555,1647385200000,1647389820000,electricityGeneration,Point,10.709822925709792,51.57764781149496,96763bff-852f-4025-b997-9ee324493185
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1896738.5901205055,1647385200000,1647389880000,electricityGeneration,Point,10.709822925709792,51.57764781149496,89979687-6423-4015-94c1-cce9d6966235
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1713585.968618298,1647385200000,1647389940000,electricityGeneration,Point,10.709822925709792,51.57764781149496,71dad082-d144-4971-b225-9bbeaaab0dc2
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,657935.3925262246,1647385200000,1647390000000,electricityGeneration,Point,10.709822925709792,51.57764781149496,49998dff-5fcf-46cd-9ce1-7b40b5934aca
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,907048.6360811029,1647385200000,1647390060000,electricityGeneration,Point,10.709822925709792,51.57764781149496,d6e89ce6-3e06-4e7d-9a0c-dfe9e19a00c0
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,715946.0496861307,1647385200000,1647390120000,electricityGeneration,Point,10.709822925709792,51.57764781149496,e7e38ec9-7005-4459-8460-34adef89a021
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,644491.8182108237,1647385200000,1647390180000,electricityGeneration,Point,10.709822925709792,51.57764781149496,49f2d192-3c8d-463b-a353-846fe1c9eedf
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1730387.1268091942,1647385200000,1647390240000,electricityGeneration,Point,10.709822925709792,51.57764781149496,016ce683-03a5-4792-a670-1815cba0eb18
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,85015.68239787017,1647385200000,1647390300000,electricityGeneration,Point,10.709822925709792,51.57764781149496,d08955c6-d2ba-4796-b5ac-f621bc218091
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1766352.5232694603,1647385200000,1647390360000,electricityGeneration,Point,10.709822925709792,51.57764781149496,f73f5798-c163-446b-8e90-0513b865d784
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1712500.95565797,1647385200000,1647390420000,electricityGeneration,Point,10.709822925709792,51.57764781149496,e0f90d70-5e72-4818-b269-2c3637cf4a00
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,276479.228892706,1647385200000,1647390480000,electricityGeneration,Point,10.709822925709792,51.57764781149496,35b30083-1394-410e-bbcd-752c827d3f77
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,260600.86658736528,1647385200000,1647390540000,electricityGeneration,Point,10.709822925709792,51.57764781149496,0109b90a-bbc6-44b1-84b1-a3e5bf886114
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1251378.561954545,1647385200000,1647390600000,electricityGeneration,Point,10.709822925709792,51.57764781149496,00d8e31d-40a8-4e92-964e-a58d33bca384
FeatureCollection,1647471600000,Wind Turbine Data Generated for Nebula Stream,806e190e-deb0-44ac-8cf1-653d163c785d,Features,3572,0.5738677800414163,1583952.9248232471,1647385200000,1647390660000,electricityGeneration,Point,10.709822925709792,51.57764781149496,e7c69729-4180-45ff-93be-f9e1f752f8de
