ysb$user_id:INTEGER,ysb$page_id:INTEGER,ysb$campaign_id:INTEGER,ysb$ad_type:INTEGER,ysb$event_type:INTEGER,ysb$current_ms:INTEGER,ysb$ip:INTEGER,ysb$d1:INTEGER,ysb$d2:INTEGER,ysb$d3:INTEGER,ysb$d4:INTEGER,,,
1,0,8042,0,2,1.61342230093819E+018,16909060,0,0,0,0,1.6134223009413E+018,,3.104768
1,0,6229,0,0,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094132E+018,,3.129088
1,0,7373,0,1,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094134E+018,,3.153152
1,0,4421,0,2,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094137E+018,,3.177728
1,0,4919,0,0,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094139E+018,,3.20128
1,0,3784,0,1,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094142E+018,,3.225856
1,0,8537,0,2,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094144E+018,,3.250176
1,0,5198,0,0,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094147E+018,,3.274496
1,0,4324,0,1,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094149E+018,,3.29856
1,0,8315,0,2,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094151E+018,,3.32288
1,0,4370,0,0,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094154E+018,,3.3472
1,0,6413,0,1,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094156E+018,,3.37152
1,0,3526,0,2,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094159E+018,,3.395584
1,0,6091,0,0,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094161E+018,,3.419904
1,0,8980,0,1,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094164E+018,,3.444224
1,0,9956,0,2,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094166E+018,,3.468544
1,0,1873,0,0,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094168E+018,,3.492864
1,0,6862,0,1,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094171E+018,,3.517184
1,0,9170,0,2,1.61342230093819E+018,16909060,0,0,0,0,1.61342230094173E+018,,3.541504
1,0,9172,0,0,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094599E+018,,6.720768
1,0,5736,0,1,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094601E+018,,6.74304
1,0,5211,0,2,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094604E+018,,6.765312
1,0,5368,0,0,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094606E+018,,6.787584
1,0,2567,0,1,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094608E+018,,6.810368
1,0,6429,0,2,1.61342230093927E+018,16909060,0,0,0,0,1.6134223009461E+018,,6.832896
1,0,5782,0,0,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094613E+018,,6.855168
1,0,1530,0,1,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094615E+018,,6.877952
1,0,2862,0,2,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094617E+018,,6.900224
1,0,5123,0,0,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094619E+018,,6.922496
1,0,4067,0,1,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094622E+018,,6.944768
1,0,3135,0,2,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094624E+018,,6.967296
1,0,3929,0,0,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094626E+018,,6.989568
1,0,9802,0,1,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094628E+018,,7.012352
1,0,4022,0,2,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094631E+018,,7.034624
1,0,3058,0,0,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094633E+018,,7.057152
1,0,3069,0,1,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094635E+018,,7.079424
1,0,8167,0,2,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094637E+018,,7.101952
1,0,1393,0,0,1.61342230093927E+018,16909060,0,0,0,0,1.6134223009464E+018,,7.123968
1,0,8456,0,1,1.61342230093927E+018,16909060,0,0,0,0,1.61342230094642E+018,,7.146496
1,0,5368,0,1,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095104E+018,,11.292672
1,0,2567,0,2,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095106E+018,,11.314944
1,0,6429,0,0,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095108E+018,,11.337216
1,0,5782,0,1,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095111E+018,,11.359488
1,0,1530,0,2,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095113E+018,,11.381504
1,0,2862,0,0,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095115E+018,,11.404288
1,0,5123,0,1,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095117E+018,,11.426816
1,0,4067,0,2,1.61342230093975E+018,16909060,0,0,0,0,1.6134223009512E+018,,11.449344
1,0,3135,0,0,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095122E+018,,11.471872
1,0,3929,0,1,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095124E+018,,11.494144
1,0,9802,0,2,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095126E+018,,11.515904
1,0,4022,0,0,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095128E+018,,11.538176
1,0,3058,0,1,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095131E+018,,11.560192
1,0,3069,0,2,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095133E+018,,11.58272
1,0,8167,0,0,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095135E+018,,11.605248
1,0,1393,0,1,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095137E+018,,11.62752
1,0,8456,0,2,1.61342230093975E+018,16909060,0,0,0,0,1.6134223009514E+018,,11.649792
1,0,5011,0,0,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095142E+018,,11.67232
1,0,8042,0,1,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095144E+018,,11.694848
1,0,6229,0,2,1.61342230093975E+018,16909060,0,0,0,0,1.61342230095146E+018,,11.71712
1,0,3750,0,0,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093616E+018,,2.73536
1,0,1087,0,1,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093618E+018,,2.755584
1,0,6808,0,2,1.61342231093342E+018,16909060,0,0,0,0,1.6134223109362E+018,,2.777088
1,0,7276,0,0,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093622E+018,,2.798336
1,0,7178,0,1,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093624E+018,,2.819328
1,0,5788,0,2,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093627E+018,,2.840832
1,0,3584,0,0,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093629E+018,,2.861824
1,0,5403,0,1,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093631E+018,,2.883072
1,0,2651,0,2,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093633E+018,,2.904576
1,0,2754,0,0,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093635E+018,,2.925824
1,0,2399,0,1,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093638E+018,,2.953984
1,0,9932,0,2,1.61342231093342E+018,16909060,0,0,0,0,1.6134223109364E+018,,2.975232
1,0,5060,0,0,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093642E+018,,2.99648
1,0,9676,0,1,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093644E+018,,3.017728
1,0,3368,0,2,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093646E+018,,3.039232
1,0,7739,0,0,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093649E+018,,3.06048
1,0,12,0,1,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093651E+018,,3.081984
1,0,6226,0,2,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093653E+018,,3.103232
1,0,8586,0,0,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093655E+018,,3.12448
1,0,8094,0,1,1.61342231093342E+018,16909060,0,0,0,0,1.61342231093657E+018,,3.145984
1,0,6996,0,0,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094243E+018,,2.939648
1,0,7281,0,1,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094246E+018,,2.96704
1,0,2305,0,2,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094248E+018,,2.989824
1,0,925,0,0,1.61342231093949E+018,16909060,0,0,0,0,1.6134223109425E+018,,3.012864
1,0,7084,0,1,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094253E+018,,3.035648
1,0,6327,0,2,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094255E+018,,3.058432
1,0,336,0,0,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094257E+018,,3.081472
1,0,6505,0,1,1.61342231093949E+018,16909060,0,0,0,0,1.6134223109426E+018,,3.104512
1,0,846,0,2,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094262E+018,,3.127552
1,0,1729,0,0,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094264E+018,,3.150592
1,0,1313,0,1,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094266E+018,,3.173632
1,0,5857,0,2,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094269E+018,,3.196672
1,0,6124,0,0,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094271E+018,,3.219712
1,0,3895,0,1,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094273E+018,,3.242752
1,0,9582,0,2,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094276E+018,,3.266304
1,0,545,0,0,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094279E+018,,3.301632
1,0,8814,0,1,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094281E+018,,3.322624
1,0,3367,0,2,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094284E+018,,3.344128
1,0,5434,0,0,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094286E+018,,3.365376
1,0,364,0,1,1.61342231093949E+018,16909060,0,0,0,0,1.61342231094288E+018,,3.386624
1,0,5011,0,2,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094691E+018,,6.528768
1,0,8042,0,0,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094693E+018,,6.54976
1,0,6229,0,1,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094695E+018,,6.571264
1,0,7373,0,2,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094698E+018,,6.592512
1,0,4421,0,0,1.61342231094038E+018,16909060,0,0,0,0,1.613422310947E+018,,6.61376
1,0,4919,0,1,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094702E+018,,6.635264
1,0,3784,0,2,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094704E+018,,6.656512
1,0,8537,0,0,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094706E+018,,6.677504
1,0,5198,0,1,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094708E+018,,6.699008
1,0,4324,0,2,1.61342231094038E+018,16909060,0,0,0,0,1.6134223109471E+018,,6.720256
1,0,8315,0,0,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094712E+018,,6.741248
1,0,4370,0,1,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094715E+018,,6.762752
1,0,6413,0,2,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094717E+018,,6.784
1,0,3526,0,0,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094719E+018,,6.805248
1,0,6091,0,1,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094721E+018,,6.828032
1,0,8980,0,2,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094724E+018,,6.853632
1,0,9956,0,0,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094726E+018,,6.874624
1,0,1873,0,1,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094731E+018,,6.925568
1,0,6862,0,2,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094733E+018,,6.947584
1,0,9170,0,0,1.61342231094038E+018,16909060,0,0,0,0,1.61342231094735E+018,,6.970112
1,0,7373,0,0,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095145E+018,,10.806272
1,0,4421,0,1,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095147E+018,,10.827008
1,0,4919,0,2,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095149E+018,,10.848
1,0,3784,0,0,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095151E+018,,10.869504
1,0,8537,0,1,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095153E+018,,10.890752
1,0,5198,0,2,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095155E+018,,10.912
1,0,4324,0,0,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095157E+018,,10.933248
1,0,8315,0,1,1.61342231094064E+018,16909060,0,0,0,0,1.6134223109516E+018,,10.954752
1,0,4370,0,2,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095162E+018,,10.975744
1,0,6413,0,0,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095164E+018,,10.996224
1,0,3526,0,1,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095166E+018,,11.017472
1,0,6091,0,2,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095168E+018,,11.038976
1,0,8980,0,0,1.61342231094064E+018,16909060,0,0,0,0,1.6134223109517E+018,,11.060224
1,0,9956,0,1,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095172E+018,,11.081472
1,0,1873,0,2,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095174E+018,,11.102976
1,0,6862,0,0,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095177E+018,,11.124224
1,0,9170,0,1,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095179E+018,,11.145472
1,0,6996,0,2,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095181E+018,,11.166976
1,0,7281,0,0,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095183E+018,,11.187968
1,0,2305,0,1,1.61342231094064E+018,16909060,0,0,0,0,1.61342231095185E+018,,11.20896
1,0,7539,0,2,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093827E+018,,3.71456
1,0,795,0,0,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093829E+018,,3.739904
1,0,570,0,1,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093832E+018,,3.76576
1,0,1434,0,2,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093834E+018,,3.79136
1,0,378,0,0,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093837E+018,,3.817472
1,0,7467,0,1,1.61342232093455E+018,16909060,0,0,0,0,1.6134223209384E+018,,3.848704
1,0,6601,0,2,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093844E+018,,3.885312
1,0,97,0,0,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093847E+018,,3.921408
1,0,2902,0,1,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093851E+018,,3.959808
1,0,3317,0,2,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093855E+018,,3.997952
1,0,492,0,0,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093859E+018,,4.035072
1,0,6652,0,1,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093862E+018,,4.072192
1,0,756,0,2,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093866E+018,,4.10496
1,0,7301,0,0,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093868E+018,,4.130816
1,0,280,0,1,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093872E+018,,4.164096
1,0,4286,0,2,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093874E+018,,4.190976
1,0,9441,0,0,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093878E+018,,4.229888
1,0,3865,0,1,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093881E+018,,4.253696
1,0,9689,0,2,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093883E+018,,4.278016
1,0,8444,0,0,1.61342232093455E+018,16909060,0,0,0,0,1.61342232093885E+018,,4.302336
1,0,4043,0,2,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094466E+018,,4.33152
1,0,3750,0,0,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094469E+018,,4.35968
1,0,1087,0,1,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094474E+018,,4.404224
1,0,6808,0,2,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094477E+018,,4.432384
1,0,7276,0,0,1.61342232094033E+018,16909060,0,0,0,0,1.6134223209448E+018,,4.462848
1,0,7178,0,1,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094482E+018,,4.491008
1,0,5788,0,2,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094487E+018,,4.532992
1,0,3584,0,0,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094489E+018,,4.5568
1,0,5403,0,1,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094491E+018,,4.580352
1,0,2651,0,2,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094494E+018,,4.603904
1,0,2754,0,0,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094496E+018,,4.627456
1,0,2399,0,1,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094499E+018,,4.651264
1,0,9932,0,2,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094501E+018,,4.67456
1,0,5060,0,0,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094503E+018,,4.697856
1,0,9676,0,1,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094506E+018,,4.72192
1,0,3368,0,2,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094508E+018,,4.745472
1,0,7739,0,0,1.61342232094033E+018,16909060,0,0,0,0,1.6134223209451E+018,,4.769024
1,0,12,0,1,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094513E+018,,4.792576
1,0,6226,0,2,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094515E+018,,4.816384
1,0,8586,0,0,1.61342232094033E+018,16909060,0,0,0,0,1.61342232094517E+018,,4.839936
1,0,6996,0,1,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095002E+018,,8.57472
1,0,7281,0,2,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095005E+018,,8.598016
1,0,2305,0,0,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095007E+018,,8.620544
1,0,925,0,1,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095009E+018,,8.643584
1,0,7084,0,2,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095012E+018,,8.666624
1,0,6327,0,0,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095014E+018,,8.689408
1,0,336,0,1,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095016E+018,,8.712448
1,0,6505,0,2,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095018E+018,,8.735488
1,0,846,0,0,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095021E+018,,8.758528
1,0,1729,0,1,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095023E+018,,8.781824
1,0,1313,0,2,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095025E+018,,8.804608
1,0,5857,0,0,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095028E+018,,8.827648
1,0,6124,0,1,1.61342232094145E+018,16909060,0,0,0,0,1.6134223209503E+018,,8.850688
1,0,3895,0,2,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095032E+018,,8.873728
1,0,9582,0,0,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095035E+018,,8.897024
1,0,545,0,1,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095037E+018,,8.920064
1,0,8814,0,2,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095039E+018,,8.942848
1,0,3367,0,0,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095042E+018,,8.966144
1,0,5434,0,1,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095044E+018,,8.988928
1,0,364,0,2,1.61342232094145E+018,16909060,0,0,0,0,1.61342232095046E+018,,9.011968
1,0,925,0,2,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095551E+018,,13.747456
1,0,7084,0,0,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095554E+018,,13.774336
1,0,6327,0,1,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095557E+018,,13.801984
1,0,336,0,2,1.61342232094177E+018,16909060,0,0,0,0,1.6134223209556E+018,,13.829632
1,0,6505,0,0,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095562E+018,,13.857024
1,0,846,0,1,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095565E+018,,13.886464
1,0,1729,0,2,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095568E+018,,13.915648
1,0,1313,0,0,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095571E+018,,13.943296
1,0,5857,0,1,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095574E+018,,13.970688
1,0,6124,0,2,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095577E+018,,14.004224
1,0,3895,0,0,1.61342232094177E+018,16909060,0,0,0,0,1.6134223209558E+018,,14.036992
1,0,9582,0,1,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095584E+018,,14.075392
1,0,545,0,2,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095587E+018,,14.099456
1,0,8814,0,0,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095589E+018,,14.123776
1,0,3367,0,1,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095592E+018,,14.153728
1,0,5434,0,2,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095595E+018,,14.18624
1,0,364,0,0,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095598E+018,,14.214144
1,0,4043,0,1,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095601E+018,,14.238464
1,0,3750,0,2,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095604E+018,,14.276608
1,0,1087,0,0,1.61342232094177E+018,16909060,0,0,0,0,1.61342232095608E+018,,14.312448
1,0,6619,0,1,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093862E+018,,2.831872
1,0,8440,0,2,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093864E+018,,2.852608
1,0,4729,0,0,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093866E+018,,2.8736
1,0,8031,0,1,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093869E+018,,2.902016
1,0,8117,0,2,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093871E+018,,2.923264
1,0,8097,0,0,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093874E+018,,2.947584
1,0,5771,0,1,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093876E+018,,2.969088
1,0,4481,0,2,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093878E+018,,2.990592
1,0,675,0,0,1.61342233093579E+018,16909060,0,0,0,0,1.6134223309388E+018,,3.011072
1,0,709,0,1,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093882E+018,,3.032576
1,0,8927,0,2,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093884E+018,,3.053568
1,0,4567,0,0,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093886E+018,,3.074816
1,0,7856,0,1,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093889E+018,,3.096064
1,0,9497,0,2,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093891E+018,,3.117312
1,0,2353,0,0,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093893E+018,,3.138816
1,0,4586,0,1,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093895E+018,,3.160064
1,0,6965,0,2,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093897E+018,,3.181056
1,0,5306,0,0,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093899E+018,,3.202048
1,0,4683,0,1,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093901E+018,,3.223296
1,0,6219,0,2,1.61342233093579E+018,16909060,0,0,0,0,1.61342233093903E+018,,3.244288
1,0,8094,0,1,1.6134223309413E+018,16909060,0,0,0,0,1.613422330945E+018,,3.706368
1,0,7539,0,2,1.6134223309413E+018,16909060,0,0,0,0,1.61342233094503E+018,,3.73632
1,0,795,0,0,1.6134223309413E+018,16909060,0,0,0,0,1.61342233094506E+018,,3.766528
1,0,570,0,1,1.6134223309413E+018,16909060,0,0,0,0,1.61342233094509E+018,,3.796736
1,0,1434,0,2,1.6134223309413E+018,16909060,0,0,0,0,1.61342233094513E+018,,3.8272
1,0,378,0,0,1.6134223309413E+018,16909060,0,0,0,0,1.61342233094516E+018,,3.85792
1,0,7467,0,1,1.6134223309413E+018,16909060,0,0,0,0,1.61342233094519E+018,,3.88864
1,0,6601,0,2,1.6134223309413E+018,16909060,0,0,0,0,1.61342233094522E+018,,3.918592
1,0,97,0,0,1.6134223309413E+018,16909060,0,0,0,0,1.61342233094525E+018,,3.949312
